"id" "chapter" "start" "end" "desc_DK" "desc_EN" "level" "sex" "include" "dx_fu" "dx_event" "n" "cases" "age_dx" "age_death" "MRR" "LYL" "n_text" "cases_text" "LYLcauses" "age_dx50" "age_death50" "age_dx25" "age_death25" "age_dx75" "age_death75" "age_less10at_risk" "surv" "LYL_smallN" "p5" "p95" "p25" "p50" "p75"
1055 5 "F20" "F29" "Skizofreni, skizotypisk sindslidelse, paranoide psykoser, akutte og forbigående psykoser samt skizoaffektive psykoser" "Schizophrenia, Schizotypal, Delusional, And Other Non-Mood Psychotic Disorders" "2b" "Females" 1 50963612.369631 32049 45526 13196 TRUE TRUE TRUE TRUE "45526" "13196" TRUE 40.9402590014222 76.3264870125009 24.7008114379818 63.0796616513212 59.4629029118946 86.1005554307957 NA NA FALSE 16 80 24 37 53
1056 5 "F30" "F39" "Affektive sindslidelser" "Mood [Affective] Disorders" "2b" "All" 1 99126784.8062654 269179 316890 92334 TRUE TRUE TRUE TRUE "316890" "92334" TRUE 47.0214372333258 80.4136986301369 30.4582693315369 69.2243161913317 67.8139022381915 87.5120488060483 NA NA FALSE 17 85 30 47 68
1056 5 "F30" "F39" "Affektive sindslidelser" "Mood [Affective] Disorders" "2b" "Males" 1 49369242.5981885 99764 116367 36066 TRUE TRUE TRUE TRUE "116367" "36066" TRUE 47.4958904109589 76.2162018115129 32.1462938842728 63.9808219178083 64.7446934650797 84.3882805599221 NA NA FALSE 17 85 30 47 68
1056 5 "F30" "F39" "Affektive sindslidelser" "Mood [Affective] Disorders" "2b" "Females" 1 49757542.208077 169415 200523 56268 TRUE TRUE TRUE TRUE "200523" "56268" TRUE 46.6819612246426 82.7511220899767 29.531503855079 73.1256516206303 69.6849315068494 89.0057115053522 NA NA FALSE 17 85 30 47 68
1057 5 "F40" "F48" "Nervøse og stress-relaterede tilstande samt tilstande med psykisk betingede legemlige symptomer" "Anxiety, Dissociative, Stress-Related, Somatoform And Other Nonpsychotic Mental Disorders" "2b" "All" 1 98227870.5004192 338983 394766 44903 TRUE TRUE TRUE TRUE "394766" "44903" TRUE 34.6017171944008 68.7020585373156 21.6590119020884 56.0864316191331 48.8014522045063 80.6015614941238 NA NA FALSE 12 72 22 35 49
1057 5 "F40" "F48" "Nervøse og stress-relaterede tilstande samt tilstande med psykisk betingede legemlige symptomer" "Anxiety, Dissociative, Stress-Related, Somatoform And Other Nonpsychotic Mental Disorders" "2b" "Males" 1 48982045.6757617 134677 154642 19896 TRUE TRUE TRUE TRUE "154642" "19896" TRUE 35.0079826334305 63.9769863013699 22.2339142151358 52.3737330638521 48.4729066546897 75.8416438356165 NA NA FALSE 12 72 22 35 49
1057 5 "F40" "F48" "Nervøse og stress-relaterede tilstande samt tilstande med psykisk betingede legemlige symptomer" "Anxiety, Dissociative, Stress-Related, Somatoform And Other Nonpsychotic Mental Disorders" "2b" "Females" 1 49245824.8246575 204306 240124 25007 TRUE TRUE TRUE TRUE "240124" "25007" TRUE 34.341033011453 72.5949861516579 21.3040916236245 59.6784325174041 49.0423998802305 83.5338782843027 NA NA FALSE 12 72 22 35 49
1058 5 "F50" "F59" "Adfærdsændringer forbundet med fysiologiske forstyrrelser og fysiske faktorer" "Behavioral Syndromes Associated With Physiological Disturbances And Physical Factors" "2b" "All" 1 101157768.826604 49190 57464 3274 TRUE TRUE TRUE TRUE "57464" "3274" TRUE 24.7505681562991 63.6054225615689 17.1081832472491 50.1118886144173 37.7100771015794 77.9683105022831 NA NA FALSE 4 62 17 25 38
1058 5 "F50" "F59" "Adfærdsændringer forbundet med fysiologiske forstyrrelser og fysiske faktorer" "Behavioral Syndromes Associated With Physiological Disturbances And Physical Factors" "2b" "Males" 1 50136699.7762557 14546 16720 1498 TRUE TRUE TRUE TRUE "16720" "1498" TRUE 32.4342825061756 65.1943977842653 17.7863507747586 52.3397125533348 47.2010524739876 77.422946328318 NA NA FALSE 4 62 17 25 38
1058 5 "F50" "F59" "Adfærdsændringer forbundet med fysiologiske forstyrrelser og fysiske faktorer" "Behavioral Syndromes Associated With Physiological Disturbances And Physical Factors" "2b" "Females" 1 51021069.0503481 34644 40744 1776 TRUE TRUE TRUE TRUE "40744" "1776" TRUE 23.0157436933902 62.0470813683658 17.0322898420541 47.4166284901565 33.0328767123288 78.3367946702597 NA NA FALSE 4 62 17 25 38
1059 5 "F60" "F69" "Forstyrrelser i personlighedsstruktur og adfærd i voksenalderen" "Disorders Of Adult Personality And Behavior" "2b" "All" 1 100495526.151703 85883 112381 13384 TRUE TRUE TRUE TRUE "112381" "13384" TRUE 31.0060019462535 60.3313975596976 22.5649060558425 48.1657504304214 42.8084332659631 73.672382663373 NA NA FALSE 16 61 23 31 43
1059 5 "F60" "F69" "Forstyrrelser i personlighedsstruktur og adfærd i voksenalderen" "Disorders Of Adult Personality And Behavior" "2b" "Males" 1 49840386.3385433 31112 41369 6250 TRUE TRUE TRUE TRUE "41369" "6250" TRUE 33.1191945504903 55.7082925368665 24.5306669660903 44.7387933228535 43.7058133093794 67.5721236619507 NA NA FALSE 16 61 23 31 43
1059 5 "F60" "F69" "Forstyrrelser i personlighedsstruktur og adfærd i voksenalderen" "Disorders Of Adult Personality And Behavior" "2b" "Females" 1 50655139.8131597 54771 71012 7134 TRUE TRUE TRUE TRUE "71012" "7134" TRUE 29.5701774084887 65.0355879931133 21.6958110637023 52.2541148289542 42.1566793921701 77.879715547571 NA NA FALSE 16 61 23 31 43
1060 5 "F70" "F79" "Mental retardering" "Intellectual Disabilities" "2b" "All" 1 101316575.265985 27681 34897 5538 TRUE TRUE TRUE TRUE "34897" "5538" TRUE 18.8727644284752 63.0737719889213 9.35792050303166 50.8346597799236 40.7160416198817 74.177456396437 NA NA FALSE 3 66 9 19 41
1060 5 "F70" "F79" "Mental retardering" "Intellectual Disabilities" "2b" "Males" 1 50069438.6674676 16295 20346 2990 TRUE TRUE TRUE TRUE "20346" "2990" TRUE 16.4307687701175 61.4286563365521 8.00821468672807 49.1246859794895 37.4923302642414 71.4738064226364 NA NA FALSE 3 66 9 19 41
1060 5 "F70" "F79" "Mental retardering" "Intellectual Disabilities" "2b" "Females" 1 51247136.5985179 11386 14551 2548 TRUE TRUE TRUE TRUE "14551" "2548" TRUE 22.869592035332 65.2262339995508 12.4579414626843 53.0696354517554 44.6564682985254 76.5664750355566 NA NA FALSE 3 66 9 19 41
1061 5 "F80" "F89" "Psykiske udviklingsforstyrrelser" "Pervasive And Specific Developmental Disorders" "2b" "All" 1 101100082.845625 64205 70539 1394 TRUE TRUE TRUE TRUE "70539" "1394" TRUE 11.0053192604237 61.5957197395014 6.66670259749981 34.537144995883 15.7375986226514 76.0076697357587 NA NA FALSE 3 37 7 11 16
1061 5 "F80" "F89" "Psykiske udviklingsforstyrrelser" "Pervasive And Specific Developmental Disorders" "2b" "Males" 1 49859488.0921551 44463 49281 844 TRUE TRUE TRUE TRUE "49281" "844" TRUE 10.0400179654166 56.4898525338723 6.31509993262966 28.8705591735908 14.7343154427726 71.8717808219178 NA NA FALSE 3 37 7 11 16
1061 5 "F80" "F89" "Psykiske udviklingsforstyrrelser" "Pervasive And Specific Developmental Disorders" "2b" "Females" 1 51240594.7534696 19742 21258 550 TRUE TRUE TRUE TRUE "21258" "550" TRUE 13.6455378396587 68.1353424657535 8.24438356164387 46.2212905157572 17.3513855827531 80.4833969608505 NA NA FALSE 3 37 7 11 16
1062 5 "F90" "F98" "Adfærds- og følelsesmæssige forstyrrelser sædvanligvis opstået i barndom eller adolescens" "Behavioral And Emotional Disorders With Onset Usually Occurring In Childhood And Adolescence" "2b" "All" 1 100684761.032091 108887 119849 2130 TRUE TRUE TRUE TRUE "119849" "2130" TRUE 11.8191780821919 53.8634029493226 7.90136986301354 31.3092432068269 17.8026498989446 76.7793757017741 NA NA FALSE 4 41 8 12 18
1062 5 "F90" "F98" "Adfærds- og følelsesmæssige forstyrrelser sædvanligvis opstået i barndom eller adolescens" "Behavioral And Emotional Disorders With Onset Usually Occurring In Childhood And Adolescence" "2b" "Males" 1 49628535.2145146 68309 75701 1295 TRUE TRUE TRUE TRUE "75701" "1295" TRUE 10.6191780821919 44.9001676772214 7.56986301369852 26.8422980762034 16.3150684931507 65.2922030092073 NA NA FALSE 4 41 8 12 18
1062 5 "F90" "F98" "Adfærds- og følelsesmæssige forstyrrelser sædvanligvis opstået i barndom eller adolescens" "Behavioral And Emotional Disorders With Onset Usually Occurring In Childhood And Adolescence" "2b" "Females" 1 51056225.8175762 40578 44148 835 TRUE TRUE TRUE TRUE "44148" "835" TRUE 14.4851755370911 71.9780417695935 8.97830077101576 46.9370476832098 20.3630017216857 85.0667744591661 NA NA FALSE 4 41 8 12 18
10416 5 "F00" "F00" "Demens ved Alzheimers sygdom" "Dementia in Alzheimer disease " "3" "All" 1 101416333.654585 61385 66303 51365 TRUE TRUE TRUE TRUE "66303" "51365" TRUE 81.6622456770716 86.0315083464331 76.3835616438356 81.2164158993936 86.1502986750505 90.1436499738005 NA NA FALSE 66 91 76 82 86
10416 5 "F00" "F00" "Demens ved Alzheimers sygdom" "Dementia in Alzheimer disease " "3" "Males" 1 50192975.8616363 22162 23616 18465 TRUE TRUE TRUE TRUE "23616" "18465" TRUE 80.517398008833 84.4258327719142 75.0877670484318 79.6614626843327 85.0308196721312 88.5487791002321 NA NA FALSE 66 91 76 82 86
10416 5 "F00" "F00" "Demens ved Alzheimers sygdom" "Dementia in Alzheimer disease " "3" "Females" 1 51223357.7929486 39223 42687 32900 TRUE TRUE TRUE TRUE "42687" "32900" TRUE 82.2928108391347 86.9537076128452 77.12463956883 82.1928332959053 86.6930369039598 90.9404132045812 NA NA FALSE 66 91 76 82 86
10417 5 "F01" "F01" "Vaskulær demens" "Vascular dementia" "3" "All" 1 101553651.221835 27829 31593 26837 TRUE TRUE TRUE TRUE "31593" "26837" TRUE 80.7091938019313 84.5324230855603 74.8821184220376 79.3792813833371 85.618149562093 89.0760985103676 NA NA FALSE 62 91 75 81 86
10417 5 "F01" "F01" "Vaskulær demens" "Vascular dementia" "3" "Males" 1 50224574.7287896 12885 14568 12333 TRUE TRUE TRUE TRUE "14568" "12333" TRUE 78.9638745415076 82.7049614492103 72.9246889737256 77.3510816677895 84.089216258702 87.2143618534322 NA NA FALSE 62 91 75 81 86
10417 5 "F01" "F01" "Vaskulær demens" "Vascular dementia" "3" "Females" 1 51329076.4930459 14944 17025 14504 TRUE TRUE TRUE TRUE "17025" "14504" TRUE 82.0913556403923 86.1472250916985 76.7351328692267 81.2379369713302 86.6503450857099 90.3726027397261 NA NA FALSE 62 91 75 81 86
10418 5 "F02" "F02" "Demens ved andre sygdomme klassificeret andetsteds" "Dementia in other diseases classified elsewhere" "3" "All" 1 101621982.159862 8186 9551 7377 TRUE TRUE TRUE TRUE "9551" "7377" TRUE 74.8681652818325 79.651506849315 65.8980357811213 72.5221019537391 81.2777333632756 85.1424912044316 NA NA FALSE 47 88 66 75 81
10418 5 "F02" "F02" "Demens ved andre sygdomme klassificeret andetsteds" "Dementia in other diseases classified elsewhere" "3" "Males" 1 50249836.7935025 4634 5368 4056 TRUE TRUE TRUE TRUE "5368" "4056" TRUE 73.7344172467999 78.3989834568456 64.3663732315293 71.1147406242982 80.0093195598472 83.8105187514035 NA NA FALSE 47 88 66 75 81
10418 5 "F02" "F02" "Demens ved andre sygdomme klassificeret andetsteds" "Dementia in other diseases classified elsewhere" "3" "Females" 1 51372145.3663598 3552 4183 3321 TRUE TRUE TRUE TRUE "4183" "3321" TRUE 76.3104813234524 81.5199490979863 68.0597260273973 74.3107388277566 82.6997305187515 86.970470843626 NA NA FALSE 47 88 66 75 81
10419 5 "F03" "F03" "Ikke specificeret demens" "Unspecified dementia" "3" "All" 1 101347140.128864 91196 102538 89175 TRUE TRUE TRUE TRUE "102538" "89175" TRUE 82.6445602215734 86.1232876712329 76.344108091923 80.7286832846769 87.6105412081743 90.5780821917808 NA NA FALSE 61 93 76 83 88
10419 5 "F03" "F03" "Ikke specificeret demens" "Unspecified dementia" "3" "Males" 1 50155720.9666667 35600 39650 34063 TRUE TRUE TRUE TRUE "39650" "34063" TRUE 80.5149397409986 83.9299019387679 73.5323886518452 78.172632682087 85.9024657534247 88.5834703196348 NA NA FALSE 61 93 76 83 88
10419 5 "F03" "F03" "Ikke specificeret demens" "Unspecified dementia" "3" "Females" 1 51191419.1621978 55596 62888 55112 TRUE TRUE TRUE TRUE "62888" "55112" TRUE 83.8027397260274 87.4104169473762 78.1024657534246 82.4385148588966 88.5095141851935 91.6493150684931 NA NA FALSE 61 93 76 83 88
10420 5 "F04" "F04" "Organisk amnestisk syndrom ikke forårsaget af alkohol eller psykoaktive stoffer" "Amnestic disorder due to known physiological condition" "3" "All" 1 101648536.952631 1643 1849 957 TRUE TRUE TRUE TRUE "1849" "957" FALSE 69.4463417920502 80.1773545924096 58.1051890111536 72.6854794520547 78.4635766150162 87.0550834643312 NA NA FALSE 36 87 58 69 78
10420 5 "F04" "F04" "Organisk amnestisk syndrom ikke forårsaget af alkohol eller psykoaktive stoffer" "Amnestic disorder due to known physiological condition" "3" "Males" 1 50265151.6693914 805 918 466 TRUE TRUE TRUE TRUE "918" "466" FALSE 66.7121071936522 77.5051351149037 55.629780672206 70.3021827981137 75.6591915562542 83.5371195448761 NA NA FALSE 36 87 58 69 78
10420 5 "F04" "F04" "Organisk amnestisk syndrom ikke forårsaget af alkohol eller psykoaktive stoffer" "Amnestic disorder due to known physiological condition" "3" "Females" 1 51383385.2832398 838 931 491 TRUE TRUE TRUE TRUE "931" "491" FALSE 71.8987843401452 83.6024537764803 60.5687476607531 75.5645931581705 80.4583711355641 88.9915802080994 NA NA FALSE 36 87 58 69 78
10421 5 "F05" "F05" "Delir, ikke fremkaldt af alkohol eller psykoaktive stoffer" "Delirium due to known physiological condition" "3" "All" 1 101554502.488607 38765 40553 30491 TRUE TRUE TRUE TRUE "40553" "30491" TRUE 80.7692626693615 84.4162886443596 71.2495426304364 76.5041095890411 87.2924665019837 90.1969788157796 NA NA FALSE 49 94 71 81 87
10421 5 "F05" "F05" "Delir, ikke fremkaldt af alkohol eller psykoaktive stoffer" "Delirium due to known physiological condition" "3" "Males" 1 50222949.2067221 19086 19905 14963 TRUE TRUE TRUE TRUE "19905" "14963" TRUE 77.9034957706414 81.6155311026275 67.40401077925 72.900973126731 85.0991945504903 87.7482161838461 NA NA FALSE 49 94 71 81 87
10421 5 "F05" "F05" "Delir, ikke fremkaldt af alkohol eller psykoaktive stoffer" "Delirium due to known physiological condition" "3" "Females" 1 51331553.2818849 19679 20648 15528 TRUE TRUE TRUE TRUE "20648" "15528" TRUE 83.2540833894753 86.9665349202784 75.0584085635152 80.1293150684931 88.9772288344936 91.9978082191781 NA NA FALSE 49 94 71 81 87
10422 5 "F06" "F06" "Andre psykiske lidelser som følge af hjerneskade, hjernedysfunktion eller legemlig sygdom" "Other mental disorders due to known physiological condition" "3" "All" 1 101449411.139367 32787 37565 21087 TRUE TRUE TRUE TRUE "37565" "21087" TRUE 71.3277625570777 81.4609371958979 53.377588142825 72.270500785987 80.9261621378846 87.8406692117672 NA NA FALSE 25 89 53 71 81
10422 5 "F06" "F06" "Andre psykiske lidelser som følge af hjerneskade, hjernedysfunktion eller legemlig sygdom" "Other mental disorders due to known physiological condition" "3" "Males" 1 50169678.7434838 15114 17420 9291 TRUE TRUE TRUE TRUE "17420" "9291" TRUE 66.8767602365446 77.9877850138484 48.8564069166854 67.9162122913392 77.7024657534246 84.9364503331087 NA NA FALSE 25 89 53 71 81
10422 5 "F06" "F06" "Andre psykiske lidelser som følge af hjerneskade, hjernedysfunktion eller legemlig sygdom" "Other mental disorders due to known physiological condition" "3" "Females" 1 51279732.3958829 17673 20145 11796 TRUE TRUE TRUE TRUE "20145" "11796" TRUE 74.8414851411034 83.9249749232727 58.4958514858897 76.213698630137 83.1021678269331 89.5767662250169 NA NA FALSE 25 89 53 71 81
10423 5 "F07" "F07" "Personligheds- og adfærdsforstyrrelser forårsaget af sygdom, beskadigelse eller dysfunktion af hjernen" "Personality and behavioral disorders due to known physiological condition" "3" "All" 1 101561720.332458 9226 11668 4538 TRUE TRUE TRUE TRUE "11668" "4538" TRUE 50.0546912194027 76.7180312897672 33.446177109065 65.1651111610151 69.5672146118721 84.9340774010031 NA NA FALSE 17 86 33 50 70
10423 5 "F07" "F07" "Personligheds- og adfærdsforstyrrelser forårsaget af sygdom, beskadigelse eller dysfunktion af hjernen" "Personality and behavioral disorders due to known physiological condition" "3" "Males" 1 50215079.478696 5080 6486 2505 TRUE TRUE TRUE TRUE "6486" "2505" TRUE 48.3413414177708 73.2716490755296 32.6869091997903 61.4570925967512 66.3322658881653 81.9009371958979 NA NA FALSE 17 86 33 50 70
10423 5 "F07" "F07" "Personligheds- og adfærdsforstyrrelser forårsaget af sygdom, beskadigelse eller dysfunktion af hjernen" "Personality and behavioral disorders due to known physiological condition" "3" "Females" 1 51346640.8537615 4146 5182 2033 TRUE TRUE TRUE TRUE "5182" "2033" TRUE 52.6993801931283 80.6352721012052 34.3075858971479 71.076552137136 73.7792334755595 87.8916385957034 NA NA FALSE 17 86 33 50 70
10424 5 "F09" "F09" "Ikke specificeret organisk eller symptomatisk mental lidelse eller personlighedsforstyrrelse" "Unspecified mental disorder due to known physiological condition" "3" "All" 1 101641675.747706 2312 2937 1599 TRUE TRUE TRUE TRUE "2937" "1599" TRUE 56.9673777977394 77.6488734186691 36.3054150759788 65.7859435586495 75.8072490455872 86.6654719664645 NA NA FALSE 20 88 36 57 76
10424 5 "F09" "F09" "Ikke specificeret organisk eller symptomatisk mental lidelse eller personlighedsforstyrrelse" "Unspecified mental disorder due to known physiological condition" "3" "Males" 1 50262191.1224717 1027 1328 738 TRUE TRUE TRUE TRUE "1328" "738" TRUE 55.1259839808369 73.836866531926 37.7136806647204 62.1716535668838 72.1867160715622 82.9145924096115 NA NA FALSE 20 88 36 57 76
10424 5 "F09" "F09" "Ikke specificeret organisk eller symptomatisk mental lidelse eller personlighedsforstyrrelse" "Unspecified mental disorder due to known physiological condition" "3" "Females" 1 51379484.6252339 1285 1609 861 TRUE TRUE TRUE TRUE "1609" "861" TRUE 59.0240781495621 80.8800434164234 34.6696459315817 70.212286847818 78.1977318661577 88.8309124934502 NA NA FALSE 20 88 36 57 76
10425 5 "F10" "F10" "Psykiske lidelser og adfærdsmæssige forstyrrelser forårsaget af brug af alkohol" "Alcohol related disorders" "3" "All" 1 99364200.2051052 180605 244409 79400 TRUE TRUE TRUE TRUE "244409" "79400" TRUE 44.1778336701849 64.2990133992066 25.7614357362078 55.3772393143199 57.7943438880156 73.2466337300696 NA NA FALSE 16 74 26 44 58
10425 5 "F10" "F10" "Psykiske lidelser og adfærdsmæssige forstyrrelser forårsaget af brug af alkohol" "Alcohol related disorders" "3" "Males" 1 48787598.3892058 117960 160719 56116 TRUE TRUE TRUE TRUE "160719" "56116" TRUE 44.622974773561 63.5874391795794 27.8599565835767 54.7150595104424 57.903792200015 72.3743843102029 NA NA FALSE 16 74 26 44 58
10425 5 "F10" "F10" "Psykiske lidelser og adfærdsmæssige forstyrrelser forårsaget af brug af alkohol" "Alcohol related disorders" "3" "Females" 1 50576601.8158994 62645 83690 23284 TRUE TRUE TRUE TRUE "83690" "23284" TRUE 43.3131671532301 66.0668597948948 22.3103390972378 57.0005584250318 57.560221573471 75.5116835092447 NA NA FALSE 16 74 26 44 58
10426 5 "F11" "F11" "Psykiske lidelser og adfærdsmæssige forstyrrelser forårsaget af brug af opioider" "Opioid related disorders" "3" "All" 1 101537098.576405 10249 14019 5500 TRUE TRUE TRUE TRUE "14019" "5500" TRUE 39.3846575342466 53.6969833071337 30.2101474661277 44.1385522868479 50.7535848491654 67.0273703121491 NA NA FALSE 21 76 30 39 51
10426 5 "F11" "F11" "Psykiske lidelser og adfærdsmæssige forstyrrelser forårsaget af brug af opioider" "Opioid related disorders" "3" "Males" 1 50198501.3232053 6052 8316 3341 TRUE TRUE TRUE TRUE "8316" "3341" TRUE 38.0969368964743 50.8796122464256 30.0044269780672 41.8854974174714 47.3568395838012 60.022441799536 NA NA FALSE 21 76 30 39 51
10426 5 "F11" "F11" "Psykiske lidelser og adfærdsmæssige forstyrrelser forårsaget af brug af opioider" "Opioid related disorders" "3" "Females" 1 51338597.2532001 4197 5703 2159 TRUE TRUE TRUE TRUE "5703" "2159" TRUE 42.0277565686054 61.6127584400029 30.564921027023 48.5016019163111 57.6302852009881 77.6890575641889 NA NA FALSE 21 76 30 39 51
10427 5 "F12" "F12" "Psykiske lidelser og adfærdsmæssige forstyrrelser forårsaget af brug af cannabis" "Cannabis related disorders" "3" "All" 1 101399736.358492 27586 31588 3304 TRUE TRUE TRUE FALSE "31588" "3304" TRUE 25.6231454450184 47.7720547945205 20.4741283030167 37.9074421738154 35.4523033161165 55.7974848416798 NA NA FALSE NA NA NA NA NA
10427 5 "F12" "F12" "Psykiske lidelser og adfærdsmæssige forstyrrelser forårsaget af brug af cannabis" "Cannabis related disorders" "3" "Males" 1 50079347.3944532 19951 23031 2722 TRUE TRUE TRUE TRUE "23031" "2722" TRUE 26.3425900142227 47.4452997978891 20.9698016318587 37.7967153230031 35.9737121041994 55.5961868403323 NA NA FALSE 16 51 20 26 35
10427 5 "F12" "F12" "Psykiske lidelser og adfærdsmæssige forstyrrelser forårsaget af brug af cannabis" "Cannabis related disorders" "3" "Females" 1 51320388.9640392 7635 8557 582 TRUE TRUE TRUE FALSE "8557" "582" TRUE 23.5571973950146 48.7448416797664 19.3235376899468 38.3866187588892 33.5911475409835 57.3122389400405 80 0.200844021728747 TRUE NA NA NA NA NA
10428 5 "F13" "F13" "Psykiske lidelser og adfærdsmæssige forstyrrelser forårsaget af brug af sedativa eller hypnotika" "Sedative, hypnotic, or anxiolytic related disorders" "3" "All" 1 101528484.110046 11619 15362 6269 TRUE TRUE TRUE TRUE "15362" "6269" TRUE 48.1078643611049 63.5599266412156 36.9933737555206 52.0591062205255 60.7800449135415 76.7883374504079 NA NA FALSE 22 80 37 48 61
10428 5 "F13" "F13" "Psykiske lidelser og adfærdsmæssige forstyrrelser forårsaget af brug af sedativa eller hypnotika" "Sedative, hypnotic, or anxiolytic related disorders" "3" "Males" 1 50215986.5178157 5245 6721 2662 TRUE TRUE TRUE TRUE "6721" "2662" TRUE 43.3235421813009 56.9064855153829 33.1515412830302 46.3977722883449 54.042819073284 68.5606826858298 NA NA FALSE 22 80 37 48 61
10428 5 "F13" "F13" "Psykiske lidelser og adfærdsmæssige forstyrrelser forårsaget af brug af sedativa eller hypnotika" "Sedative, hypnotic, or anxiolytic related disorders" "3" "Females" 1 51312497.59223 6374 8641 3607 TRUE TRUE TRUE TRUE "8641" "3607" TRUE 52.2862609476757 69.1269136911446 40.9542121416273 56.9710113032413 65.926551388577 80.7113571375103 NA NA FALSE 22 80 37 48 61
10429 5 "F14" "F14" "Psykiske lidelser og adfærdsmæssige forstyrrelser forårsaget af brug af kokain" "Cocaine related disorders" "3" "All" 1 101612053.756299 6619 6995 748 TRUE TRUE TRUE FALSE "6995" "748" TRUE 27.5740669211767 42.2760446141178 22.3467834418745 34.5571839209521 35.3157421962722 51.049527659256 NA NA FALSE NA NA NA NA NA
10429 5 "F14" "F14" "Psykiske lidelser og adfærdsmæssige forstyrrelser forårsaget af brug af kokain" "Cocaine related disorders" "3" "Males" 1 50235602.7544128 5012 5273 587 TRUE TRUE TRUE FALSE "5273" "587" TRUE 28.0169803128976 41.7146328317988 22.8932345235422 34.2333468073957 35.5712927614342 50.2694737630062 73 0.175684696154524 TRUE NA NA NA NA NA
10429 5 "F14" "F14" "Psykiske lidelser og adfærdsmæssige forstyrrelser forårsaget af brug af kokain" "Cocaine related disorders" "3" "Females" 1 51376451.0018864 1607 1722 161 TRUE TRUE TRUE FALSE "1722" "161" TRUE 25.7880874316939 44.4389041095891 20.855201736657 35.4362287596377 34.4047892806348 54.2082551089154 70 0.290212794378208 TRUE NA NA NA NA NA
10430 5 "F15" "F15" "Psykiske lidelser og adfærdsmæssige forstyrrelser forårsaget af brug af andre centralstimulerende stoffer" "Other stimulant related disorders" "3" "All" 1 101593510.372094 6932 8003 1142 TRUE TRUE TRUE TRUE "8003" "1142" TRUE 27.6637158469946 46.527019986526 21.4935489183322 36.4852324275769 37.3264675499663 58.549467774534 NA NA FALSE 17 54 21 28 37
10430 5 "F15" "F15" "Psykiske lidelser og adfærdsmæssige forstyrrelser forårsaget af brug af andre centralstimulerende stoffer" "Other stimulant related disorders" "3" "Males" 1 50224727.3679841 4908 5642 818 TRUE TRUE TRUE TRUE "5642" "818" TRUE 28.1565386630735 44.458215435287 22.1266591810763 35.4082491204431 37.1075978740924 54.1988292536867 NA NA FALSE 17 54 21 28 37
10430 5 "F15" "F15" "Psykiske lidelser og adfærdsmæssige forstyrrelser forårsaget af brug af andre centralstimulerende stoffer" "Other stimulant related disorders" "3" "Females" 1 51368783.0041096 2024 2361 324 TRUE TRUE TRUE TRUE "2361" "324" TRUE 26.1924051201438 55.4428070963397 20.3888644359607 42.2405239913167 37.9841095890411 72.508493150685 NA NA FALSE 17 54 21 28 37
10431 5 "F16" "F16" "Psykiske lidelser og adfærdsmæssige forstyrrelser forårsaget af brug af hallucinogener" "Hallucinogen related disorders" "3" "All" 1 101650609.66517 869 1137 204 TRUE TRUE TRUE FALSE "1137" "204" FALSE 24.7555430795718 42.8025091698481 20.5103870050154 34.3202545100682 33.5567347855378 53.4196691369114 NA NA FALSE NA NA NA NA NA
10431 5 "F16" "F16" "Psykiske lidelser og adfærdsmæssige forstyrrelser forårsaget af brug af hallucinogener" "Hallucinogen related disorders" "3" "Males" 1 50263369.2004267 668 874 156 TRUE TRUE TRUE FALSE "874" "156" TRUE 24.7802664870125 41.3006078299274 20.6386406168127 34.2174983157422 32.6160071861667 49.833951643087 69 0.241508111536251 TRUE NA NA NA NA NA
10431 5 "F16" "F16" "Psykiske lidelser og adfærdsmæssige forstyrrelser forårsaget af brug af hallucinogener" "Hallucinogen related disorders" "3" "Females" 1 51387240.4647429 201 263 48 TRUE FALSE TRUE FALSE "263" "48" FALSE 24.4166554382813 NA 19.7123587094843 NA 37.9378186990044 NA 64 0.473962652511408 TRUE NA NA NA NA NA
10432 5 "F17" "F17" "Psykiske lidelser og adfærdsmæssige forstyrrelser forårsaget af brug af tobak" "Nicotine dependence" "3" "All" 1 101200488.517846 76179 76635 16797 TRUE TRUE TRUE TRUE "76635" "16797" TRUE 51.2124111086159 69.958778351673 37.64351223894 60.8713002470245 63.6113840856352 78.4742855004117 NA NA FALSE 21 78 38 51 64
10432 5 "F17" "F17" "Psykiske lidelser og adfærdsmæssige forstyrrelser forårsaget af brug af tobak" "Nicotine dependence" "3" "Males" 1 50054798.8304065 36680 36949 10046 TRUE TRUE TRUE TRUE "36949" "10046" TRUE 53.9414866382214 68.6186301369863 41.4938678044764 59.9786466052848 64.8523916460813 77.2277939965566 NA NA FALSE 21 78 38 51 64
10432 5 "F17" "F17" "Psykiske lidelser og adfærdsmæssige forstyrrelser forårsaget af brug af tobak" "Nicotine dependence" "3" "Females" 1 51145689.6874392 39499 39686 6751 TRUE TRUE TRUE TRUE "39686" "6751" TRUE 48.2863702372932 71.9112777902538 34.2309499214012 62.5668597948948 62.0275724230855 80.2036799161613 NA NA FALSE 21 78 38 51 64
10433 5 "F18" "F18" "Psykiske lidelser og adfærdsmæssige forstyrrelser forårsaget af brug af flygtige opløsningsmidler" "Inhalant related disorders" "3" "All" 1 101651140.468081 796 1008 231 TRUE TRUE TRUE FALSE "1008" "231" FALSE 32.0893195598473 61.4892836290141 18.5574219627217 47.3879107717643 49.1189220750056 78.7002500187139 NA NA FALSE NA NA NA NA NA
